RELEVANT,CATEGORY,CATEGORICAL SENTIMENT,GENERAL SENTIMENT,JUSTIFICATION,ID
RELEVANT,TECHNOLOGY,PRO,PRO,"[NON-OBVIOUS] The statement argues how valuable Fort Rucker is for testing and developing UAVs. However, it is not necessarily clear whether the speaker talks about surveillance drones or lethal drones. ",5b886c8a4ee0ab9a5e8b95b812418b5a
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,df28c46c75c3c7b42b412d7ec98e0097
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,7d97d9c212a61790b700c80c3cd6fd5a
IRRELEVANT,,,,The statement refers to drones in a domestic context.,d53a4c0d09d0d6c3706025b086ca213b
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,18c33331cded781e3d79f617d1e74ceb
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,1ec70b72e3f98794aa6207bcb723f546
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement mentions that drones strikes are an effective and professional way to fight warfare.,2456621a2d248209266d8f7bfa72e180
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement mentions that drones strikes are an effective and professional way to fight terrorism.,df685b359894f278ead715799680e1d4
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,908021904fcb100d7ff44948c6679be6
RELEVANT,REFERENCE,PRO,PRO,The statement commemorates contribution of an individual to drones used in combat.,bba8a9947bcd84c8c52a31508f7d2ebd
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement commemorates contribution of an individual to lethal drones used in combat.,5c671beb758bcf6a0b2d94063f081aaa
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement is critical of the administration launching drone strikes to fight al Qaeda.,b4846f996903327056dde635d60dc615
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing the administration's decision to kill and torture radical jihadists.,56e98aca30917d4de8c83d62b02fedf2
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement points out that drones entail civilian deaths and antagonize the local population.,f40c698afd72967a3e968f21427f6a87
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement calls for congressional oversight regarding drone strikes against American citizens.,894392b7e2f3fc9b88fc0b31c5a107c1
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement calls for congressional oversight regarding drone strikes against American citizens.,d7f9375025d7b122d5411baf0d91df52
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement points out that drones entail civilian deaths and antagonize the local population.,b5f792f77a852a69cf88459245a63533
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that killed al-Awlaki.,0488ed0e91abc18ca633ab571b6653f4
IRRELEVANT,,,,The statement mentions drones in discussing the suitability of a political appointee.,5b759dbf52557d364b3f82d1b86daeb8
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement explicitly points out that drones bomb innocent people and implies that they are not effective in fighting terrorist organizations.,335941fcab17b26190e9ab72026370f8
IRRELEVANT,,,,The statement mentions drones in discussing the suitability of a political appointee.,8c379cd00baae6891e999ee582bdac89
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues that high-tech drones are necessary to keep the United States safe. ,edce0867cdcc9cb417dc5c5de76f81ec
RELEVANT,REFERENCE,ANTI,ANTI,The statement conveys the speaker's diasppointment regarding an amendment on drones. ,d453e6d84137ce326c42cbb1c3b2fbfb
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement opposes drones based on humanitarian grounds.,ed962156efe9a6414e267ac0f7e469f7
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing military training and testing areas.,b1ec2237e346d90fa97de3161388c362
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,d7e3ad8f6e74886d09a3f47e786d1633
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,6a93d7960b833b49a3a82c1460bbd7c4
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,ca04bd60dffdd25b3133fd27b504f9fa
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,853d6282d92c79a4d2c60801cbcb51bb
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,70cc0e4e5e093b15ae9c024970beec1a
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,04509cdc4c3093576a3c51cc7764cf75
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,9e124e97187747cf6943cecdc95ccbe9
IRRELEVANT,,,,The statement relates to drones in a surveillance role in the domestic context. ,e245d5eed2e9d26224c4492140f9c825
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing bases in the United States. ,34662d9d0dafd1ebcbefe8f31b2916cf
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement opposes drone strikes that entails civilian deaths and prolong conflicts in the Middle East.,e5ea093f11fb3c4a23a77084ad36de1a
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,7d234740a5d67536209a8a8fa5390f17
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Iraq.,3c8fce72760d66c21f45c5397eec3d39
RELEVANT,FINANCE,PRO,PRO,The statement supports a bill that funds military operations including drones. ,eab8cd16591eb02ecd79125f6d555a95
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,e1862a67f7443e433654a1c774707180
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains what the government can do with $3 billion.,59183585e6ada5226df3960e3c632dd3
RELEVANT,DISCLOSURE,PRO,ANTI,The statement is critical of CIA's authority to launch drone strikes in secrecy without congressional oversight.,6ff5428c2818cf9e41b72e903c93cdc3
IRRELEVANT,,,,The statement discusses preservation of the nature. ,c8f8eb8a60590eb2a6eb22d1da1993a1
IRRELEVANT,,,,The statement discusses drones in a surveillance role.,c77e1425bd1cdd19150661e35ef12c9f
RELEVANT,"DOMESTIC-LEGALITY,INTERNATIONAL-LEGALITY","NEUTRAL,NEUTRAL",NEUTRAL,The statement explains how foreign government apply international law to sue drone striked by the United States.,85de4b2fe245656c6a2ae77b85ed27bd
IRRELEVANT,,,,The statement is a tribute. ,6264c116ccabcaa5d0aa9ac821a37212
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Iraq.,0ccd2bd9297168ae6e2a8346d36c77b9
IRRELEVANT,,,,The statement relates to discussions at the Senate.,6588eb629cf64c84ee1dd72b3b12278e
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","PRO,PRO",PRO,The statement says that drones can fight terrorism without putting American lives at risk. ,525df8f8fb0f113e3c829f6194a2d5b7
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement criticizes drone programs as they potentially entail civilian deaths.,898e5821e250e8ed59a35a99408bd70a
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement points out that drone strikes may enable terrorist groups to coordinate their actions.,0196132131e9c9e28a9882ad9020183e
RELEVANT,REFERENCE,PRO,PRO,The statement highlights contributions by small firms to developing drones. ,5b202428b015dff62e1ed59972d34e7a
RELEVANT,PTSD,NEUTRAL,ANTI,The statement points out that mental health challenges that members of military services suffer are understudied.,4a2fd7299ccf63b54934632130039472
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Iraq.,f4df83a36f273671513b76815236cdf9
RELEVANT,DISCLOSURE,PRO,ANTI,The statement points out that Congress was given false information. ,8087e4cf87d520e26991780a1a5991e7
RELEVANT,DISCLOSURE,NEUTRAL,NEUTRAL,The statement discusses how to make sense of contradictory information that is now available.,0086a017df078e64bff02d2fffe7a671
RELEVANT,"FOREIGNPOLICY,DOMESTIC-LEGALITY","PRO,ANTI",PRO,"The statement is critical of internal disputes on intelligence priorities that delayed development of the Predator, which is an effective asset. ",623e4128f96b27cc796dd2bbe14b63bf
IRRELEVANT,,,,,d20f70ff9384c291a7b5425834df6380
RELEVANT,FINANCE,PRO,PRO,The statement attributes the drone industry in Nevada to American taxpayers.,ac3fb6bf36f2d6c42f5a1eedebe02d12
RELEVANT,FOREIGNUSE,ANTI,,The statement discusses China's military modernization.,c3c6f05f675c412a06397b3c6c0977b3
RELEVANT,FOREIGNUSE,ANTI,,The statement discusses China's military modernization.,d2bdc4a8915b61ccb72815619d974cf5
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Iraq.,7a62f0c285fda6a2fc292655b70a39d4
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to Ukraine's request for modernized weapons.,1f394f97b279db0e5c5960034f8a9526
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,4bd13222ac7c34de52dc69fc54c37e60
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,c3fc9cdc988c030436330158c802402d
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,419d5950132dcd6fbab3d6b4d119b191
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,769c56b150e0fda0d84dba21b1f9e5fe
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","PRO,PRO",PRO,The statement argeus that drones are beneficial in fighting terrorism without putting American troops in danger.,80111e46f007480d59345a1a828822f4
RELEVANT,FINANCE,PRO,PRO,The statement argues that earmarks for drones enabled what the U.S. military enjoys today.,dc90b874fca6fa1059a7178a3e053c6b
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement quotes a scholar calling for public disclosure of legal materials addressing the use of drones against American citizens.,1758b499933d83259640e7120efdf88a
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement quotes a scholar supporting public disclosure of legal materials addressing the use of drones against American citizens.,fc43a16cda6093339566d88c4de5177a
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement is critical of authorizing drone strikes both at home and abroad.,885bd58a9f356386d06895c661f8ffa6
IRRELEVANT,,,,The statement is a tribute.,cc42ef2c4842cd1b9c59da20ddbbcce9
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,d558c2ea372c0ba492e5590d3a2c5dbc
RELEVANT,REFERENCE, NEUTRAL,NEUTRAL,The statement mentions drone operations of the Predators.,31e579c11b82c5eb133b9238769eb1cb
IRRELEVANT,,,,The statement is a tribute.,6289740d9219e3120406386b024946ab
IRRELEVANT,,,,,9e5a1ba3fa93a73ffd68b4a63930b3ca
RELEVANT,FINANCE,ANTI,ANTI,The statement prohibits funds relating to UAVs. ,697e9d28c309e1f148e9dc20aae69389
RELEVANT,REFERENCE,PRO,PRO,The statement mentions drones as part of measures to protect the United States.,7af1976972d74bda6ac84b7d03c3a404
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing Benghazi attacks. ,203a74e46340e39a2b03529036452a1e
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing Benghazi attacks. ,9139e5cf3704ba9155ab0e2ff285c410
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing Benghazi attacks. ,2d34a5dc08b94893689c827093d7c3b6
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement acknowledges that drones are effective in fighting terrorism.,2e3b3ecafb974b7022b0e6ba479cd3be
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","PRO,PRO",PRO,The statement argues that drone operations fight against Qadhafi's forces in an effort to protect civilians.,53810f6c1b0b98afb72f657f7c1fc265
IRRELEVANT,,,,The statement is a tribute.,092e79c144a5d17ba52204aa5baa0a86
IRRELEVANT,,,,The statement discusses Russina politics.,83834350c4b12360802b6607f0f95f36
IRRELEVANT,,,,The statement relates to health care negotiations.,f29134f84a18e1e703578da6779b1c27
RELEVANT,FINANCE,PRO,PRO,"[NON-OBVIOUS] The statement worries that the cut would stop work on UAVs. That said, the speaker supports funding UAVs. However, it is ambiguous whether the speaker refers to lethal drones or surveillance drones. ",df178079641759e0d19bb547c73c1cbe
RELEVANT,REFERENCE,PRO,PRO,"The statement introduces Arizona with pride that it offers ideal training environment to drone programs, which will ultimately used in combat overseas. ",a09b60cd5ecb0e498068a40dae9f9e33
IRRELEVANT,,,,The statement discusses drug issues.,9e2751b6fba8dc191b5846fb5a0ff153
RELEVANT,REFERENCE,PRO,PRO,The statement opposes drills that are incompatible with military activities including flying drones. ,b7a3551dec907b57ab8427d9a2c696a6
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that killing targets with drones may not be effective as dead targets do not give any information.,0523d72d8ef8b31a5338f89c95f7578f
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a specific drone attack that killed a member of ISIS.,bd928fe96b06e9f3e6d84c67fa05e570
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a specific drone attack that killed a member of ISIS.,357a6ef7dad57722efc40d252b2133b1
RELEVANT,REFERENCE,PRO,PRO,"The statement takes pride in U.S. specialized assets, including drones. ",d76b102dd3e704d622c108e4d112b9a5
RELEVANT,FINANCE,PRO,PRO,The statement requests funding for UAVs.,5f9f2872a8e4e99cb7c604ef20e5e898
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,4ebeed2c6ab634aaa8c5d72364a0fae9
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in introducing advanced missile defense system of the Toronto.,518f889497e368045fae0811e2d4f437
RELEVANT,REFERENCE,ANTI,ANTI,The statement worries collateral damage caused by drone strikes. ,08c41ec979cf12e28b58aef85ecaaf74
RELEVANT,REFERENCE,PRO,NEUTRAL,The statement mentions a drone strike that killed al-Awlaki.,678ba11eb9dc0cd6daaf5df42088fd30
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions a drone strike that killed al-Awlaki.,cf3b156ee892e3b8261b225a9dd4863b
RELEVANT,REFERENCE,PRO,PRO,The statement mentions burgeoning drone industry in Idaho.,03518f7b45c77a2163b4756789bbf8aa
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,eab91663440fd042baafde5334cff4c4
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,7faf05173b52041b96f19db68ca6926b
RELEVANT,REFERENCE,ANTI,ANTI,The statement is critical of Obama's counterterrorism policy.,923681492efbcc269b8fd5e2694dd1e3
RELEVANT,REFERENCE,ANTI,ANTI,The statement is critical of Obama's counterterrorism policy.,1ff4bceb8ab9b46010827557ccbcf8b6
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,56bf354cab4e5c4ebacf4b7c163a134f
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,7236da9f5ac493f3fdfdeeb07c9cbd01
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,85bd8afd2cdad497f978e5e15b5f0024
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,0ca876e443ddfb39f676854b18d7c505
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,168c7d89ec06f2a7d5336c3fb36e2e8e
RELEVANT,REFERENCE,ANTI,ANTI,"The statement is critical of drone strikes, which some people view as de facto acts of terrorism.",60e99b4973c55195f129245ab5f723c0
IRRELEVANT,,,,The statement mentions drones in discussing a filibuster on drones.,ba1c894ad2404a230f27edc551039b18
IRRELEVANT,,,,The statement mentions drones in discussing a filibuster on drones.,6fd7c1a1b4b49109c49c4732a5601b93
IRRELEVANT,,,,The statement mentions drones in discussing a filibuster on drones.,f6c2d86faac29b164ca0feb4a169d521
IRRELEVANT,,,,The statement mentions drones in discussing a filibuster on drones.,81e9db6a81959a3313122b62ca04edf8
IRRELEVANT,,,,The statement mentions drones in discussing a filibuster on drones.,1f05bac43dc1ee0861d6d5ba1226792a
RELEVANT,REFERENCE,ANTI,ANTI,The statement is critical of the Obama administration's drone policy.,887ad2aaceed3d25d827573f71046314
RELEVANT,REFERENCE,ANTI,ANTI,The statement is critical of the Obama administration's drone policy.,cb2c2efeeb6698614388a28133e61701
IRRELEVANT,,,,The statement mentions drones in discussing a filibuster on drones.,dae6e275cc1c1f4e386f3d8a33c49e58
IRRELEVANT,,,,The statement mentions drones in a surveillance role.,149b2b81babf5d03578635be63ea54c1
IRRELEVANT,,,,The statement mentions drones in a surveillance role.,f0e1fc01dbcf1393d58a5d210975983d
IRRELEVANT,,,,The statement relates to agricultural issues.,123412e3ee3b6e142dd595bd73086395
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing the presence of ISIS.,8ec4767191ca204edc15fcdc5c314c1e
RELEVANT,FINANCE,PRO,PRO,The statement lists specific figures for drone programs. ,5cff685f0b820ef294e2268a907a586c
IRRELEVANT,,,,The statement relates to agricultural issues.,96701ff19a4678cbe5bc10c91d675ddb
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues drones have great potential to support troops on the ground. ,c056bedff703d9c2f076af977c7eb0ed
IRRELEVANT,,,,The statement is a tribute.,7470201db5165e51d37c989b0a39938b
RELEVANT,FINANCE,PRO,PRO,The statement confirms funds for drone programs.,651db67528679f818ea3c3ea914769da
IRRELEVANT,,,,The statement relates to agricultural issues.,563f0c2adbb0ee2820f8ef14ed84f4f2
RELEVANT,REFERENCE,PRO,PRO,The statement mentions that drones can supplement military operations when indigenous forces prove insufficient.,31f576ead41999f54064e41e24ed3442
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to drone strikes in Pakistan.,131832f73182cfaac3b66968d293573a
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement says that drone strikes successfully killed the leader of the Taliban.,4331989c801016b1f507fe7342297056
RELEVANT,FINANCE,ANTI,ANTI,The statement argues that there will be financial challenges in purchasing UAVs.,73c27d4f51bf6b7c0027ae84aa1f2fe2
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains the stance of the Air Force regarding UAVs.,9497e8bcf578990066846674796b01de
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement is critical of drone strikes because they kill the innocent. ,04e200b525136275a3e5f4b450680958
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions a drone strike that killed al-Awlaki.,aba5beaaac76918fcdbd98b57383e2df
IRRELEVANT,,,,The statement relates to durg issues. ,ea12e36e07b0c1e92c00e00bc1c7f5fa
IRRELEVANT,,,,The statement relates to durg issues. ,050b088612c86eed783e0b12d31fe7ae
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains what applies to a defense act in a certain fiscal year. ,c7182e8c6d3f85386983a713263a5887
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains what applies to a defense act in a certain fiscal year. ,d26586aa99358d66f06875a3686f112a
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains the defense budget. ,67b77ca308852dde31067788b46da8ef
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains that the defense budget is limited and cannot purchase everything. ,ea8336c91187d362cb6a32be5c872fde
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains that the defense budget is limited and cannot purchase everything. ,ebb83c9f092fcc1f34addff4b2671e1d
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains that the defense budget is limited and cannot purchase everything. ,ac33f6b3de2002da012549deaf0af7da
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,8ca91e62914ce06e6857f5942e2c6183
IRRELEVANT,,,,The statement relates to a senate's use of language.,07b28e5ea79222d31c1f2323b42b2ed5
RELEVANT,TECHNOLOGY,NEUTRAL,NEUTRAL,The statement explains the significance of GPS technology in drone programs.,8e94a25eb0fcbe31b6f53de57a75bc99
IRRELEVANT,,,,The statement is a tribute.,7c3e589bd0e596c1ecde6b6ade32379d
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in criticizing the contradictory attitude of the administration in dealing with terrorist organizations.,7efbb6092b1bdf1bdd42efa9997decc8
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,5c8b36e7c416bd0092587f7fb72f3fe9
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that killed al-Awlaki.,0db6fba51ade061b862559c8a7a5f317
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that the United States cannot defeat terrorism by relying on drone strike only.,22d064053a8ef2c8e85bf5b4ebf5dcbb
RELEVANT,TECHNOLOGY,PRO,PRO,The statement introduces technology developed by a firm that will further advance drone operations. ,4c5d4ed64c15fb137f93293d10b4db93
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,18a9a378e23d89ce20a20ba48da57331
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,1022fa95d588d752e9ba028f8be813e3
RELEVANT,FINANCE,PRO,PRO,The statement argues that drone programs should be funded for reforming the military.,44bab354ecd6d60fdd620865295eae31
RELEVANT,FINANCE,PRO,PRO,The statement argues that drone programs should be funded for reforming the military.,11f2e6c132fa68af49edaac12b5df284
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement acknowledges contributions of drones in fighting terrorism.,3233020a10ac2051c94eecdb0f0b67d5
RELEVANT,FOREIGNUSE,ANTI,,The statement mentions the scenario in which Iraq may use drones to attack the United States. ,d0d03c8f63ea79f5592a2f31d70ed4e3
RELEVANT,FOREIGNUSE,ANTI,,"The statement mentions the scenario in which Iraq may use drones to attack the United States, and confirms that such a scenario turned out to be misinformation.",a81f559deb859ac29102a6b101f2c272
RELEVANT,"FOREIGNPOLICY,FINANCE","PRO,PRO",PRO,The statement supports additional funding for drone programs because they are effective in fighting terrorism.,f2683c8a05f6dc2da8c9343c0c016706
RELEVANT,FOREIGNUSE,ANTI,,The statement discusses Iranian drones.,362273f343b4b1faf6c3e930d2749bf8
RELEVANT,FOREIGNUSE,ANTI,,The statement discusses Iranian drones.,4a86f2dd5ed61f62cac66e128e08385e
RELEVANT,FINANCE,ANTI,ANTI,The statement argues the United States should scale back spending on drone operations.,b3233c699695947488556ff97f9dd979
RELEVANT,FINANCE,ANTI,ANTI,The statement argues the United States should scale back spending on drone operations.,132f7b19c6e9e72eea2a2e4fdf07c343
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains how the defense budget was spent. ,8d2e0a30d48d1f4b938c55b337471631
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement argues that drone strikes not only kill civilians but also instigate anti-American sentiment to the extent terrorist organizations are empowered.,ee294f31b185de3c796808c4e69d7460
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement argues that drone strikes not only kill civilians but also instigate anti-American sentiment to the extent terrorist organizations are empowered.,dcdf9c5e8663e1a0fb427bf067c13018
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,"The statement is critical of the current oversignt capacities regarding drone strikes, which cause civilian deaths as well.",81eb494454feb074991c6efa65b1aee7
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY,DISCLOSURE","PRO,PRO,ANTI",PRO,"The statement argues that drone strikes have to go through stringent legal processes and involve only very minor civilian casualties. Furthermore, it points out that what the media reports is not true all the time.",9bb08bba661141ff424acdd30a258d15
RELEVANT,FINANCE,PRO,PRO,The statement advocates additional funds for UAVs.,1a99ef5cdfe56279a0fc9a396b8bcb84
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,aee4fc3b7ad0f80278487ac4b561e082
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,1c0df39a04fea4d2e0848f9393d3d3a1
RELEVANT,FINANCE,PRO,PRO,The statement advocates investments in developing the Predator.,f240a379b365fc30fb5e2ded0434a589
RELEVANT,"FINANCE,FOREIGNPOLICY","PRO,PRO",PRO,The statement advocates investments in developing the Predator.,a1725dc6c4b4f20bc21a767a5b729617
RELEVANT,TECHNOLOGY,PRO,PRO,The statement explains a research program that will further advance drone technology. ,926f1889e47c54c4fe88a27d8431c8e9
IRRELEVANT,,,,The statement refers to the domestic use of drones.,490260da19449be85c83bb36c481289d
RELEVANT,FINANCE,ANTI,ANTI,The statement questions whether UAVs were part of unvetted earmarks.,d3068676e62e5c492c0723b1efced393
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains earmarks for drone programs.,756a3ee734c6b3a34659342b46496056
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,,db51fe5e4f25d55169d1865c6d434c45
RELEVANT,"FINANCE,TECHNOLOGY","PRO,PRO",PRO,The statement explains why and how funding for UAVs will advance their operation.,f6cad03f5fc7d7f340d2e538f1142d6c
RELEVANT,"FINANCE,TECHNOLOGY","PRO,PRO",PRO,The statement explains why and how funding for UAVs will advance their operation.,01df588899d51b9d60736962da18c521
RELEVANT,FINANCE,PRO,PRO,The statement requests earmarks for drone programs.,78b0e0184435d185a6e2b9190126a4d1
RELEVANT,"FINANCE,TECHNOLOGY","PRO,PRO",PRO,The statement explains why and how funding for UAVs will advance their operation.,89341daf45c87440ff93e57a05433b0c
RELEVANT,"FINANCE,TECHNOLOGY","PRO,PRO",PRO,The statement explains why and how funding for UAVs will advance their operation.,d659276ef606c5a93ab885825e875f41
RELEVANT,REFERENCE,ANTI,ANTI,The statement criticizes a senator's remark on attacking people with drones.,d55a27a8206486949927ec17b03ccb3e
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,e531eb8a1ad5e71d4f7dc363159f52ed
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,3e22135fc5dd52565946228e1f6dfad5
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN,FINANCE","PRO,PRO,PRO",PRO,The statement advocates investing in drones because they are effective in fighting terrorism and ensures the safety of American soldiers and marines.,231043f7631e1b563b4504f53d237614
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement is part of a security bill that relates to drones. ,dfad3b65993ca7ca7775f911e003d470
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,b5d0673a779aa315979debccf999efd4
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing John Boehner's remarks.,00861f66a1b7455ad0b46f3c2084d67c
IRRELEVANT,,,,The statement is a tribute.,198aed2b67de044cebf65f838a99ada0
RELEVANT,"FOREIGNPOLICY,FINANCE","PRO,PRO",PRO,The statement lists drones as inexpensive and effective military assets in fighting terrorism.,5d6bfeafab3f4fd56003f9788e4b42ea
IRRELEVANT,,,,The statement refers to the use of surveillance drones in the United States.,c692f57e8af7ff1a088aa961c02cc585
IRRELEVANT,,,,The statement refers to the use of surveillance drones in the United States.,955e6e4e7a13f8f3b95327d1982ed06b
IRRELEVANT,,,,The statement refers to the use of surveillance drones in the United States.,9f58a4327c6fd3feb43485614444ce86
IRRELEVANT,,,,The statement refers to the use of surveillance drones in the United States.,b318fecaa64458e3868b1f8d40b19547
RELEVANT,FOREIGNPOLICY,NEUTRAL,PRO,The statement explains circumstances in which the United States can carry out drone strikes.,eb2fb6e5c22a75cb14372987ccc6667c
RELEVANT,TECHNOLOGY,NEUTRAL,NEUTRAL,The statement explains impact of PAC-3 missiles.,b94150e0e465cd2d30adee59a856e6ec
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement explains the 1033 program.,ccd92b53ceee9c7ec75110e5b303d7eb
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement points out that UAVs are not mentioned in the amendment in question.,4689d24130e7264064179f788aa07eec
RELEVANT,"DOMESTIC-LEGALITY,DISCLOSURE","ANTI,PRO",ANTI,The statement calls for more transparency regarding drone strikes.,bc49bda4b6a5c6fe9e28149907217350
RELEVANT,FINANCE,ANTI,ANTI,"The statement argues that a SEAL is not worth $200,000 and dolphins perform better at lower costs.",0c6db2edefcf4da096af34a39b22c0b2
RELEVANT,FOREIGNUSE,ANTI,,The statement explains Iran's use of drones.,ac9ba15e2abf7a94d1cea26508d96585
IRRELEVANT,,,,"The statement refers to drone strikes on U.S. soil, not overseas.",a25ebea984b65de61dd849e94538e184
