relevant,restraining,CATEGORICAL_SENTIMENT_DISCLOSURE,k_relevant,CATEGORICAL_SENTIMENT_JOBS,house,sex,CATEGORY_FOREIGNPOLICY,days_since_strike,last_name,CATEGORICAL_SENTIMENT_REFERENCE,CATEGORICAL_SENTIMENT_FOREIGNUSE,seniority,CATEGORY_PTSD,dim_2,id,dim_1,first_name,CATEGORY_DISCLOSURE,k_sentiment,icpsr,title,CATEGORICAL_SENTIMENT_FOREIGNPOLICY,general_sentiment,CATEGORICAL_SENTIMENT_PTSD,state,106_seniority,CATEGORICAL_SENTIMENT_INTERNATIONAL-LEGALITY,statement,CATEGORICAL_SENTIMENT_FINANCE,party,CATEGORY_REFERENCE,filibuster,CATEGORY_INTERNATIONAL-LEGALITY,CATEGORICAL_SENTIMENT_DOMESTIC-LEGALITY,CATEGORY_HUMANITARIAN,congress,days_until_term_ends,loyalty,CATEGORY_JOBS,CATEGORY_DOMESTIC-LEGALITY,date,state_code,dronebase,categories,CATEGORY_FOREIGNUSE,CATEGORY_TECHNOLOGY,CATEGORY_FINANCE,periphery,CATEGORICAL_SENTIMENT_TECHNOLOGY,CATEGORICAL_SENTIMENT_HUMANITARIAN,k_restraining,strike_recently,votes,unsigned_periphery
0,0,,1,,1,1,0,,LEWIS,,,12,0,-0.101,7470201db5165e51d37c989b0a39938b,0.348,Jerry,0,1,14644,A TRIBUTE TO LETITIA HOADLEY WHITE,,,,CALIFOR,2,,"She has also shared with me a desire to encourage innovation and small business. Years ago, I asked Letitia to help me make sure the Pentagon provided increased funding for rapid development of a radical new technology--unmanned aerial vehicles. Through her work, we managed to move up testing and evaluation of the Predator UAV program by two years. Now, of course, it is one of the most highly touted new weapons in our war against terrorism.",,0,0,0,0,,0,107,416,1,0,0,11/13/01,71,2,{},0,0,0,-0.57205945688018522,,,0,1,637,0.57205945688018522
1,0,,0,,1,1,0,465,INSLEE,,-1,4,0,-0.194,5adec567667a499274c9f426aaf3ed94,-0.33,Jay,0,,29937,IRAQ WATCH,,,,WASHING,3,,"The gentlemen will recall when the President and others made repeated references to the unmanned aerial vehicles that they told us was a threat to the continental United States, that Iraq could fly over American cities and spray biological material over the United States and none of us can always ever eliminate any threat. Today somebody may be planning to do that today as we speak. I do not want to be Pollyanna-ish about this, but the President told us that our intelligence services were telling us that was going on.",,1,0,0,0,,0,108,327,0,0,0,2/11/04,73,1,{u'FOREIGNUSE': -1},1,0,0,-0.044414398831253615,,,,0,841,0.044414398831253615
0,0,,1,,0,1,0,27,MCCONNELL,,,15,0,0.027,e05e1ed584570f95c299349e8341ab65,0.404,Mitch,0,-1,14921,BRENNAN NOMINATION,,,,KENTUCK,8,,"The U.S. military no more has the right to kill a U.S. citizen on U.S. soil who is not a combatant with an armed unmanned aerial vehicle than it does with an M-16. The technology is beside the point. It simply doesn't have that right, and the administration should simply answer the question. There is no reason we cannot get this question answered today. And we should get the question answered today. Frankly, it should have been answered a long time ago.",,0,0,0,0,,0,113,667,0,0,0,3/7/13,51,1,{},0,0,0,-0.22295254863254407,,,1,0,550,0.22295254863254407
0,0,,1,,,1,0,17,Tipton,,,,0,,44243047a6d5c8d764adaeae8764a412,,Scott,0,1,,TERRY WETHERILL,,,,COLORADO,,,"As Mineral County Emergency Manager, Terry has spearheaded the use of technology to aid in difficult search and rescue missions in the San Luis Valley in situations where all-terrain vehicles and snowmobiles can't access those in need of emergency services. Avalanches and steep cliffs create treacherous conditions in parts of the San Luis Valley, and the drone helps prevent rescuers from having to put themselves in life-threatening situations, Thanks to the work of Terry's office, Archuleta, Hinsdale, Mineral, and Rio Grande counties will now have access to this life saving drone.",,0,0,0,0,,0,115,597,1,0,0,5/16/17,,1,{},0,0,0,,,,0,0,,
1,0,,0,,0,1,1,111,MCCONNELL,,,10,0,0.027,b58fe77f58212492b54b5df802db6808,0.404,Mitch,0,,14921,INTELLIGENCE COMMITTEE REORGANIZATION,1,1,,KENTUCK,3,,"We in Congress passed the PATRIOT Act, which reformed the FBI and provided our law enforcement agencies with greater tools to combat terrorism. We fast-tracked the procurement of specialized equipment such as the Predator unmanned aerial vehicle for our military forces in Afghanistan.",,0,0,0,0,1,0,108,1550,1,0,1,10/6/04,51,1,"{u'FOREIGNPOLICY': 1, u'DOMESTIC-LEGALITY': 1}",0,0,0,-0.22295254863254407,,,,0,509,0.22295254863254407
1,0,,0,,,,0,17,,,,,0,,ebb83c9f092fcc1f34addff4b2671e1d,,,0,,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2006,,0,,,,,"Further, the Office of the Secretary of Defense is there for a purpose, to exercise oversight and reconcile differing service requirements. OSD needs to start exercising its responsibility in programs like unmanned aerial vehicles and helicopter development.",0,,0,0,0,,0,109,,0,0,0,5/25/05,,,{u'FINANCE': 0},0,0,1,,,,,0,,
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,5a826146a324c73674c5f0881141ffc9,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"If we could get the administration or the Attorney General to put their answer in a succinct form and simply say they believe they have the authority to repel an attack, which most of--I think all of us agree to that, but they do not have the authority to kill someone in a restaurant, to kill someone at home in their house, to kill someone when they are eating dinner; that, really, if you want to say that you can use drones in America to strike people, not only would it have to be remarkably different, it could not be anything like the way we use drones around the world, which brings up some other important questions.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,0,1,0,312,DAYTON,-1,,2,0,0.209,6690cce8de5b192158362e2e8f678a21,-0.421,Mark,0,,40101,TELLING US THE TRUTH,,,,MINNESO,2,,"Ten days later, just before Congress voted on his desire for a resolution, the President added that ``Iraq is exploring ways of using UVAs--unmanned aerial vehicles--for missions targeting the United States''.",,1,1,0,0,,0,108,1210,0,0,0,9/11/03,33,1,{u'REFERENCE': -1},0,0,0,0.60966968049561909,,,,0,508,0.60966968049561909
1,0,,0,,,,0,464,,,-1,,0,,5604121ca7e141d7a8df3b550902f34e,,,0,,,"SAFE, ACCOUNTABLE, FLEXIBLE, AND EFFICIENT TRANSPORTATION EQUITY ACT OF 
  2003",,,,,,,"What we want to do is get at the truth. We were told there were weapons of mass destruction and we were told there were unmanned aerial vehicles, pilotless drones, and we were told there was even a potential plan to put those drones on ships off the Atlantic coast to drop those chemical and biological weapons over eastern seaboard American cities, and all of that turned out not to be true.",,,0,0,0,,0,108,,0,0,0,2/10/04,,,{u'FOREIGNUSE': -1},1,0,0,,,,,0,,
1,0,,,,,1,1,1,Royce,,,,0,,5876dad4ecec5baed41114256243f43c,,Edward,0,,,"CONDEMNING NORTH KOREA'S DEVELOPMENT OF MULTIPLE INTERCONTINENTAL 
  BALLISTIC MISSILES",1,1,,CALIFORNIA,,,"The administration has also demonstrated peace through strength by backing up their commitments to our allies with action. We have begun deploying the THAAD missile defense system, recently resumed the annual military training exercises with South Korea, and deployed attack drones to support our servicemembers stationed in the region. This defends the extraordinary people of South Korea, who have developed one of the most prosperous nations on Earth.",,0,0,0,0,,0,115,640,1,0,0,4/3/17,,2,{u'FOREIGNPOLICY': 1},0,0,0,,,,,1,,
1,0,,0,,,,0,2,,0,,,0,,b1ec2237e346d90fa97de3161388c362,,,0,,,"CONGRESSIONAL REPLACEMENT OF PRESIDENT OBAMA'S ENERGY-RESTRICTING AND 
  JOB-LIMITING OFFSHORE DRILLING PLAN",,0,,,,,"Prior to the enactment of the current moratorium, then Secretary of Defense Donald Rumsfeld stated that ``in those areas east of the Military Mission Line, drilling structures and associated development would be incompatible with military activities, such as missile flights, low-flying drone aircraft, weapons testing and training.'' By maintaining the drilling ban in the Eastern Gulf of Mexico, H.R. 6082 continues to protect an area that holds the U.S. military's largest training and testing area.",,,1,0,0,,0,112,,0,0,0,7/25/12,,,{u'REFERENCE': 0},0,0,0,,,,,1,,
1,0,,0,,1,1,0,21,DEAL,0,,7,0,0.139,45567aa791e919afa32386b32093923e,0.581,Nathan,0,,99342,"JOHN BURL HULSEY, SR.",,0,,GEORGIA,5,,"In addition to being stationed for training at naval air stations in Chamblee, Georgia, Pensacola, Florida, and New Orleans, he and other members of what were called STAG I spent several years in Clinton, Oklahoma and Traverse City, Michigan, where they conducted extensive testing and development of the drone project prior to deployment to the Pacific theater.",,0,1,0,0,,0,110,213,1,0,0,6/4/08,44,2,{u'REFERENCE': 0},0,0,0,0.88047464350732019,,,,0,1336,0.88047464350732019
1,0,,0,,0,1,0,,BIDEN,,-1,15,0,-0.042,b5778d61aa3debfa9b5a60d6a0366467,-0.314,Joseph,0,,14101,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,DELAWAR,2,,"For two decades, Saddam Hussein has relentlessly pursued weapons of mass destruction. There is a broad agreement that he retains chemical and biological weapons, the means to manufacture those weapons and modified Scud missiles, and that he is actively seeking a nuclear capability. It remains less clear how effective his delivery vehicles are, whether they be the al-Hussein missiles, with a 650 kilometer range, short-range missiles, or untested and unmanned aerial vehicles for the dispersion of chemical and biological weapons.",,1,0,0,0,,0,107,85,0,0,0,10/10/02,11,0,{u'FOREIGNUSE': -1},1,0,0,-0.15941819299861598,,,,1,449,0.15941819299861598
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,40421168b43a72234112999cc6289252,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"Our concern is that the Attorney General's response has been a little more vague. Basically they have not done any killings in the United States yet. They don't have any intention to, but they might. The problem with the ``they might'' part is they left it kind of vague. They said it would have to be extraordinary, but they point out two occurrences in which they would not have targeted drone strikes. They point out Pearl Harbor and 9/11.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,26,CRUZ,,,1,0,-0.196,ed97d3a006d24881a17bf0f5a7afc072,0.858,Ted,0,-1,41304,BRENNAN NOMINATION,,,,TEXAS,1,,"Is the Senator from Kentucky aware of any precedent whatsoever for what I consider to be the remarkable proposition that the U.S. Government, without indicting him, without bringing him before a jury, without any due process whatsoever could simply send a drone to kill that U.S. citizen on U.S. soil?",,0,0,0,0,,0,113,2129,0,0,0,3/6/13,49,2,{},0,0,0,2.6073070289465434,,,1,0,510,2.6073070289465434
0,0,,1,,0,0,0,27,LANDRIEU,,,8,0,0.444,7c3e589bd0e596c1ecde6b6ade32379d,-0.203,Mary,0,1,49702,TRIBUTE TO MAJOR GENERAL BENNY LANDRENEAU,,,,LOUISIA,7,,"General Franks needed an unmanned aerial vehicle landing strip built immediately, so he knew who to call to get that job done. He called Benny Landreneau and his battalion. Need I say that it was done, I am sure, under budget and before time.",,1,0,0,0,,0,112,1116,1,0,0,12/14/11,45,1,{},0,0,0,-0.95725701503469163,,,0,0,400,0.95725701503469163
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,16eaa62aaeeadd1e45cae46e118b82de,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"My suspicion is they will rule in favor of warrants on drones too. Although there is some dispute over what they call open spaces. I think that with open spaces we need to be concerned that just because you are not inside your house does not mean you don't still deserve some privacy on your own land. So it is not so much that the drone is necessarily our enemy, but it just allows the government to do so much more. We need to be very careful about the safeguards of the Constitution and requiring whether these safeguards are met as far as protecting our liberty.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,0,1,0,,SHELBY,,-1,4,0,0.591,112b3986058018ea1b4984968e1c6310,0.437,Richard,0,,94659,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,ALABAMA,2,,The threat is immediate and growing because Saddam has developed the ability to deliver his poisons and pestilence by unmanned aerial vehicles that can easily be smuggled into the United States.,,0,0,0,0,,0,107,816,1,0,0,10/10/02,41,1,{u'FOREIGNUSE': -1},1,0,0,-0.017228834843755911,,,,1,447,0.017228834843755911
1,0,,0,,0,1,0,291,INHOFE,0,,10,0,0.039,0e570a808f8f1f59402bbab1289233c4,0.552,James,0,,15424,CHINA'S SPREADING GLOBAL INFLUENCE,,,,OKLAHOM,4,,"The weapons in which China is investing include cruise missiles, submarines, long-range target acquisition systems, specifically cutting edge satellites, unmanned aerial vehicles, and the advanced SU-30 fighter aircraft, and I have to pause at this moment and say something about someone to this day I still think is a real American hero, GEN John Jumper, the Chief of the Air Force. Back before he was in that position in the late 1990s--I believe it was 1998--he had the courage to stand up and publicly say something, and it certainly was not endorsed or wanted by the Clinton administration, but he said we have to do something. We have stopped our modernization program so now Russia is selling tactical vehicles, air vehicles, that are better than our fighters. He is talking about the SU-30 series, better than our F-15s and F-16s.",,0,1,0,0,,0,109,1370,1,0,0,4/4/05,53,0,{u'REFERENCE': 0},0,0,0,0.6996871374505067,,,,0,513,0.6996871374505067
0,0,,1,,0,1,0,27,VITTER,,,8,0,0.323,871aace7f54968436f3a8e29202a2609,0.495,David,0,-1,29918,EXECUTIVE SESSION,,,,LOUISIA,8,,"I strongly support Senator Paul's filibuster, oppose the use of drones in this country, and oppose both cloture and the confirmation of John Brennan.",,0,0,0,0,,0,113,1398,0,0,0,3/7/13,45,1,{},0,0,0,0.34434617726987204,,,1,0,506,0.34434617726987204
0,0,,1,,0,1,0,26,CRUZ,,,1,0,-0.196,b7e77b71fb32fbd089c6acec8cebbb5e,0.858,Ted,0,-1,41304,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,TEXAS,1,,Rand Paul goes into his 9th hour of filibuster over drones. Watch it here.,,0,0,0,0,,0,113,2129,0,0,0,3/6/13,49,2,{},0,0,0,2.6073070289465434,,,1,0,510,2.6073070289465434
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,4a2ef5b394e02b9cdc0421a2d114d07f,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"``No, no!'' said the Queen. ``Sentence first--verdict afterwards.'' ``Stuff and nonsense!'' Alice said loudly. ``The idea of having the sentence first.'' ``Hold your tongue!'' said the Queen, turning purple. ``I won't!'' said Alice. [``Release the drones,''] said the Queen, as she shouted at the top of her voice.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,1,1,0,21,DEAL,0,,7,0,0.139,6df207dc675b575d4d839f4a22153f78,0.581,Nathan,0,,99342,"JOHN BURL HULSEY, SR.",,0,,GEORGIA,5,,"Of the 47 total attacks carried out by STAG I during their brief mission in the Pacific, an unprecedented 22 targets resulted in direct hits, including island caves loaded with enemy ammunition and anti-aircraft installations in the Shortland Islands, Bougainville, and Rabaul. These attacks sustained a record 47 percent hit on intended targets, an incredible accomplishment in 1940's technology. The short mission ended as the war came to a close and U.S. forces began to extinguish their supplies of drones.",,0,1,0,0,,0,110,213,1,0,0,6/4/08,44,2,{u'REFERENCE': 0},0,0,0,0.88047464350732019,,,,0,1336,0.88047464350732019
1,0,,0,,1,1,0,,SNYDER,,-1,3,0,0.055,f628063e04e267dd90be20812c1e59b6,-0.268,Victor,0,0,29703,"FURTHER CONSIDERATION OF H. RES. 114, AUTHORIZATION FOR USE OF MILITARY 
  FORCE AGAINST IRAQ RESOLUTION OF 2002",,,,ARKANSA,2,,Saddam Hussein's intent is more difficult to discern. I believe the evidence of his ultimate intent to use these weapons or cause them to be used against the American people is strong enough that we cannot afford to ignore it. Iraq is developing missiles that can hit neighboring states and is building unmanned aerial vehicles to spread chemical and biological agents. I am concerned that Iraq is exploring ways to use these aerial vehicles for missions targeting the United States.,,1,0,0,0,,0,107,87,0,0,0,10/8/02,42,1,{u'FOREIGNUSE': -1},1,0,0,-0.49005410122978238,,,,1,658,0.49005410122978238
1,0,,0,,0,0,0,,COLLINS,,-1,3,0,-0.597,cb253f2b8ff6ddfb8f9a1323d995681d,0.106,Susan,0,,49703,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,MAINE,2,,"Even more troubling is the evidence compiled by the American and British intelligence agencies that Iraq has converted its L-29 jet trainers to allow them to be used as unmanned aerial vehicles, capable of delivering chemical and biological agents over a large area.",,0,0,0,0,,0,107,85,1,0,0,10/10/02,2,0,{u'FOREIGNUSE': -1},1,0,0,-2.0807000246646328,,,,1,457,2.0807000246646328
1,0,,0,,0,1,0,5,MCCAIN,-1,,16,0,-0.621,3ad9fb31b65a27b4d40263734c874b23,0.382,John,0,,15039,TERRORIST THREATS,,,,ARIZONA,8,,"An article from the New York Times, ``Iran Secretly Sending Drones and Supplies into Iraq, U.S. Officials Say,'' states:",,0,1,0,0,,0,113,922,0,0,0,6/26/14,61,2,{u'REFERENCE': -1},0,0,0,-0.36010169115840307,,,,1,525,0.36010169115840307
1,0,,0,,,1,0,0,Neugebauer,,,,0,,77ea4d1c7284d2a27d5816c4fdd4b1b0,,Randy,0,,,EARMARK DECLARATION,,1,,TEXAS,,,"This funding will focus on developing compact electromagnetic generators for integration into standard weapons systems for defense applications that require the destruction of electronic hardware while minimizing collateral damage. Examples of applications include placement on HUMVEES, in cruise missiles and attached to unmanned aerial vehicles (UAVs). A key target of this technology is the disruption of remote detonation electronics used in improvised roadside bombs and inner-city car-bombs.",,0,0,0,0,,0,111,559,0,0,0,6/23/09,,2,{u'TECHNOLOGY': 1},0,1,0,,1,,,1,,
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,bb9546771b2ef431361bc12c22f3a130,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"In both of those instances, I think it is appropriate to respond militarily, but they would not have targeted drone strikes. They might use drones, but they would not have targeted drone strikes because they would be responding immediately to someone attacking us. I think we all agree that we can respond to lethal force at any point in time.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,26,TOOMEY,,,5,0,-0.228,8b32d1f5bf33f814f35dd730875119bb,0.623,Patrick,0,-1,29935,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,PENNSYL,5,,"Senator Feinstein, specifically asked you in post-hearing questions, for the record, whether the administration could carry out drone strikes inside the United States. In your response, you emphasize that the administration ``has not carried out'' such strikes, and ``has no intention of doing so.'' I do not find this response sufficient.",,0,0,0,0,,0,113,1399,0,0,0,3/6/13,14,1,{},0,0,0,1.1423048246930509,,,1,0,534,1.1423048246930509
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,7b51a958525ad8768c4ac191c17bb72a,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"He came up with some circumstances where he might use the drone strikes in America. Then, in the cross-examination of Senator Cruz in the committee, we have gotten him to admit--under duress, I think, but to admit that they are not talking about people in a cafe.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,1,1,0,5,INSLEE,-1,,4,0,-0.194,a2c51b567c7a563d669451f15175f8fb,-0.33,Jay,0,,29937,IRAQ WATCH,,,,WASHING,3,,"The President of the United States told us that Iraq had drones that could fly across the Atlantic, apparently, and spray Americans with biological and chemical weapons, and this scared the living pants off people in America who heard this, as it should have, and as the White House knew that it would. Unfortunately, now that reports are peeled away, we have found out that even our own Air Force told the White House this statement was false; that they were kind of balsam wood things meant to take pictures of troop movements and the like.",,1,1,0,0,,0,108,195,0,0,0,6/22/04,73,1,{u'REFERENCE': -1},0,0,0,-0.044414398831253615,,,,1,841,0.044414398831253615
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,7c4c274dc0f25c69388680df3c87e230,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"I think that is a good point. Maybe we will question some of the things we have said before about open spaces now that we can crisscross every inch of our open spaces. We have to imagine that we now have drones that weigh less than an ounce, so we are not even talking about the pictures of you coming down--some of us after a while don't want pictures of us in our bathing suit, whether it is 2 miles up or whether it is from 5 feet in front of us. So I can't imagine we would eventually rule that a drone could swoop down and be 10 feet over our fence. What is the question going to be? Can they be 10 feet over our fence or 2,000 feet in the air and still snoop without any kind of problem at all?",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,0,1,0,199,BYRD,,-1,26,0,0.729,a81f559deb859ac29102a6b101f2c272,-0.309,Robert,0,,1366,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2004,,,,WEST VI,3,,"What has become painfully clear in the aftermath of war is that Iraq was no immediate threat to the United States, and many of us here said so before the war. Ravaged by years of sanctions, Iraq did not even lift an airplane against us. Saddam Hussein could not even get an airplane off the ground. Iraq's threatening death-dealing fleet of unmanned drones about which we heard so much morphed into one prototype made of plywood and string. Their missiles proved to be outdated and of limited range. Their army was quickly overwhelmed by our technology and our well trained troops.",,1,0,0,0,,0,108,1323,0,0,0,5/21/03,56,1,{u'FOREIGNUSE': -1},1,0,0,-0.19535687867591672,,,,0,504,0.19535687867591672
1,0,,0,,,,0,8,,,,,0,,67b77ca308852dde31067788b46da8ef,,,0,,,House of Representatives,,0,,,,,"The building of the defense budget is a very important thing. It's a thing that we do often in disagreement with the Pentagon. We have put in additional aircraft carriers when you had Presidents who didn't want to put them in because we thought they were important to the survival of this country, and we turned out to be right. We have increased end strength in the Army and Marine Corps. We have done most of the work on UAVs, Unmanned Aerial Vehicles. That means you don't get pilots shot down. That means you're able to disperse many more platforms that can gather information.",0,,0,0,0,,0,110,,0,0,0,5/22/08,,,{u'FINANCE': 0},0,0,1,,,,,0,,
0,0,,,,,1,0,2,Barrasso,,,,0,,6fc546689b92f13c9a8e20997e2217aa,,John,0,,,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,,,,WYOMING,,,"In December, the National Invasive Species Council cohosted a summit, which highlighted innovations that combat invasive species. A few examples are a fish passage that automatically extracts invasive fish from streams, DNA technologies to provide early detection of invasive species, and the use of drones to gain spatially accurate, high resolution images that could be used to detect and monitor specific invasive species. Innovations like these are why we have introduced in a bipartisan way the WILD Act.",,0,0,0,0,,0,115,639,1,0,0,4/4/17,,0,{},0,0,0,,,,,1,,
0,0,,1,,1,1,0,1,BURGESS,,,5,0,-0.153,faffbdd9c950b059978514949a073526,0.565,Michael,0,-1,20355,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2013",,,,TEXAS,5,,"Maybe that's something that's worthwhile to consider, but I can't help but feel that a step taken that far is something that this body should consider. While I appreciate the subcommittee chairman's concern about legislating on an appropriations bill, we're in new territory. We're in uncharted territory, and this amendment is a first-aid maneuver. It is to place a bandage, if you will, on a growing problem to see if we can't stop and have the discussion before the Secretary spends money authorizing the use of armed unmanned aerial vehicles.",,0,0,0,0,,0,112,190,0,0,0,6/27/12,49,2,{},0,0,0,0.78072981257942276,,,1,1,1412,0.78072981257942276
0,0,,1,,1,1,0,21,CALVERT,,,10,0,0.232,d86ad4607e575e64ceb5a01604c789c9,0.345,Ken,0,1,29323,HONORING MEMBERS OF CONGRESS,,,,CALIFOR,7,,"From his early days in Congress, Jerry Lewis has worked tirelessly for the good of the Nation and for the well-being of his constituents. Whether it was securing water supplies for southern California, rebuilding our defense programs, supporting the nascent unmanned aerial vehicle, eliminating wasteful spending, or improving the quality of life for thousands of Inland Empire residents, Jerry Lewis has been the definition of a leader and a patriot.",,0,0,0,0,,0,112,36,0,0,0,11/28/12,71,2,{},0,0,0,-0.59076161267916594,,,0,0,1415,0.59076161267916594
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,7a3743863ba9bca8ed7558ba4c744195,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"The bottom line is that there is going to be a lot of things we are going to enter into with private drones. But opposition to the technology, either for military purposes or for private purposes, is not something we are going after. What we are talking about is whether your privacy will be respected and whether your constitutional rights will be protected.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,0,1,0,0,SPECTER,,-1,1,0,0.036,21ffce1c9bc0d0b7b002f28b693b63c3,-0.321,Arlen,0,,94910,REPORT ON FOREIGN TRAVEL,,,,PENNSYL,1,,"Increased Chinese aggression is also evident in the Yellow Sea. In the wake of a March 26, 2010, North Korean sinking of a South Korean ship, killing 46 sailors, the U.S. and South Korea announced, on July 6, 2010, plans to hold war games. In a July 8, 2010, press report, China came out against any foreign warships or planes participating in military activities in the Yellow Sea or adjacent areas and ultimately hosted its own war games on the same day that the U.S. and South Korea did. The Chinese military conducted a drill of unmanned drone aircraft in coastal areas to test radar and electromagnetic interference. The Yellow Sea is international waters--all nations should have access.",,1,0,0,0,,0,111,110,1,0,0,9/15/10,14,1,{u'FOREIGNUSE': -1},1,0,0,-0.10910403305039496,,,,1,428,0.10910403305039496
1,0,,0,,0,1,0,222,DURBIN,,,12,0,-0.39,af774b74644f120b949d91cf406aef54,-0.366,Richard,0,,15021,NOMINATION OF CONDOLEEZZA RICE TO BE SECRETARY OF STATE--Continued,,,,ILLINOI,4,,"In this situation, it is the argument of President Bush and his White House that it is true--they misled the American people about the presence of weapons of mass destruction, about nuclear weapons, about aluminum tubes, about connections with al-Qaida, about unmanned aerial vehicles. The list goes on and on. But their argument is, well, we had intelligence; we received bad information. If we told the American people something was wrong, don't blame us; blame the intelligence agencies.",,1,0,0,0,,0,109,1439,0,0,0,1/25/05,21,0,{},0,0,0,0.21434413804531133,,,,0,514,0.21434413804531133
1,0,,,,1,1,1,6,ROYCE,,,11,0,-0.335,aaf62cd6d4700cf8c8eb23cc5d46d7c1,0.666,Edward,0,1,29321,REMOVING UNITED STATES ARMED FORCES FROM IRAQ,1,1,,CALIFOR,8,,"I think the President has failed U.S. national security interests by not, for example, authorizing or accepting the request made by the government in Iraq and by our personnel in our Embassy for drone strikes on these terrorist ISIS camps. Remember, this is a situation where the drone can actually see the ISIS combatants with the black flag of al Qaeda waving as they move across the desert or as they are encamped. This was an opportunity to hit them when they were vulnerable, before they began that city march across the desert, as they began to take those cities with their armed columns.",,0,0,0,0,,0,113,162,0,0,0,7/25/14,71,2,{u'FOREIGNPOLICY': 1},0,0,0,1.4103690578117754,,,0,1,1002,1.4103690578117754
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,79c4c5142f542ac1d1da300df1fcd497,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,which is probably not a very good idea to release a map of where our drone bases are in the United States.,,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
